State,2020-01-22,2020-01-23,2020-01-24,2020-01-25,2020-01-26,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-20,2020-06-21,2020-06-22,2020-06-23,2020-06-24,2020-06-25,2020-06-26,2020-06-27,2020-06-28,2020-06-29,2020-06-30,2020-07-01,2020-07-02,2020-07-03,2020-07-04,2020-07-05,2020-07-06,2020-07-07,2020-07-08,2020-07-09,2020-07-10,2020-07-11,2020-07-12,2020-07-13,2020-07-14,2020-07-15,2020-07-16,2020-07-17,2020-07-18,2020-07-19,2020-07-20,2020-07-21,2020-07-22,2020-07-23,2020-07-24,2020-07-25,2020-07-26,2020-07-27,2020-07-28,2020-07-29,2020-07-30,2020-07-31,2020-08-01,2020-08-02,2020-08-03,2020-08-04,2020-08-05,2020-08-06,2020-08-07,2020-08-08,2020-08-09,2020-08-10,2020-08-11,2020-08-12,2020-08-13,2020-08-14,2020-08-15,2020-08-16,2020-08-17,2020-08-18,2020-08-19,2020-08-20,2020-08-21,2020-08-22,2020-08-23,2020-08-24,2020-08-25,2020-08-26,2020-08-27,2020-08-28,2020-08-29,2020-08-30,2020-08-31,2020-09-01,2020-09-02,2020-09-03,2020-09-04,2020-09-05,2020-09-06,2020-09-07,2020-09-08,2020-09-09,2020-09-10,2020-09-11,2020-09-12,2020-09-13,2020-09-14,2020-09-15,2020-09-16,2020-09-17,2020-09-18,2020-09-19,2020-09-20,2020-09-21,2020-09-22,2020-09-23,2020-09-24,2020-09-25,2020-09-26,2020-09-27,2020-09-28,2020-09-29,2020-09-30,2020-10-01,2020-10-02,2020-10-03,2020-10-04,2020-10-05,2020-10-06,2020-10-07,2020-10-08,2020-10-09,2020-10-10,2020-10-11,2020-10-12
Ohio,0,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,11.11,11.11,11.11,11.11,11.11,11.11,13.89,22.22,22.22,22.22,22.22,22.22,23.15,23.15,31.48,31.48,31.48,38.89,42.59,48.15,48.15,48.15,48.15,48.15,48.15,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,67.59,67.59,67.59,67.59,67.59,67.59,67.59,67.59,67.59,67.59,67.59,67.59,67.59,67.59,67.59,67.59,67.59,67.59,67.59,67.59,63.89,63.89,63.89,63.89,63.89,63.89,61.11,61.11,61.11,61.11,61.11,61.11,61.11,61.11,61.11,61.11,61.11,61.11,61.11,61.11,61.11,61.11,61.11,61.11,61.11,61.11,61.11,61.11,61.11,61.11,61.11,61.11,61.11,61.11,61.11,61.11,61.11,61.11,61.11,61.11,61.11,61.11,61.11,61.11,61.11,61.11,61.11,61.11,61.11,61.11,61.11,61.11,61.11,61.11,61.11,61.11,61.11,61.11,61.11,61.11,61.11,61.11,61.11,61.11,61.11,61.11,61.11,61.11,61.11,61.11,61.11,61.11,61.11,61.11,61.11,61.11,61.11,61.11,61.11,61.11,61.11,61.11,61.11,61.11,61.11,61.11,61.11,61.11,61.11,56.48,56.48,56.48,56.48,56.48,56.48,56.48,56.48,56.48,56.48,56.48,56.48,56.48,56.48,56.48,56.48,56.48,56.48,56.48,56.48,56.48,56.48,56.48,56.48,56.48,56.48,56.48,56.48,56.48,56.48,56.48,56.48,56.48,56.48,56.48,49.07,49.07,49.07,49.07,49.07,49.07,49.07,49.07,49.07,49.07,49.07,49.07,49.07,49.07,49.07,49.07,NA,NA,NA,NA,NA,NA
Oklahoma,0,0,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11,23.61,38.43,38.43,38.43,38.43,40.28,40.28,40.28,57.41,57.41,62.96,62.96,62.96,68.52,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,61.57,61.57,61.57,61.57,61.57,61.57,61.57,56.02,56.02,56.02,56.02,56.02,56.02,56.02,54.17,54.17,54.17,54.17,48.61,48.61,48.61,34.72,34.72,34.72,34.72,34.72,34.72,34.72,34.72,34.72,34.72,34.72,34.72,34.72,34.72,34.72,34.72,34.72,32.87,32.87,32.87,32.87,32.87,32.87,30.09,30.09,30.09,30.09,30.09,30.09,30.09,30.09,30.09,30.09,30.09,30.09,30.09,30.09,30.09,30.09,30.09,30.09,30.09,30.09,30.09,30.09,30.09,30.09,30.09,27.31,27.31,27.31,27.31,27.31,27.31,27.31,27.31,31.94,31.94,31.94,31.94,31.94,31.94,31.94,31.94,31.94,31.94,31.94,31.94,31.94,31.94,31.94,31.94,31.94,31.94,31.94,31.94,31.94,31.94,31.94,31.94,31.94,31.94,31.94,31.94,31.94,31.94,31.94,31.94,31.94,31.94,31.94,31.94,31.94,31.94,31.94,31.94,31.94,31.94,31.94,31.94,31.94,28.24,28.24,28.24,28.24,28.24,28.24,28.24,28.24,28.24,28.24,28.24,28.24,28.24,28.24,28.24,28.24,28.24,28.24,28.24,28.24,28.24,28.24,28.24,28.24,28.24,28.24,28.24,28.24,28.24,28.24,28.24,28.24,28.24,28.24,28.24,28.24,28.24,28.24,28.24,28.24,28.24,28.24,28.24,28.24,NA,NA,NA,NA,NA,NA
Oregon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,39.81,39.81,43.52,43.52,43.52,43.52,43.52,43.52,54.63,54.63,54.63,64.81,70.37,70.37,70.37,70.37,70.37,70.37,70.37,70.37,70.37,70.37,70.37,70.37,70.37,70.37,70.37,70.37,70.37,70.37,70.37,70.37,70.37,70.37,70.37,70.37,70.37,70.37,70.37,70.37,70.37,70.37,70.37,70.37,70.37,70.37,70.37,70.37,70.37,70.37,64.81,64.81,64.81,64.81,64.81,64.81,64.81,64.81,64.81,64.81,62.96,62.96,62.96,62.96,62.96,62.96,62.96,62.96,62.96,62.96,62.96,62.96,62.96,62.96,62.96,62.96,62.96,61.11,61.11,52.78,52.78,46.76,46.76,46.76,46.76,46.76,46.76,46.76,46.76,46.76,46.76,46.76,46.76,46.76,46.76,46.76,46.76,46.76,46.76,46.76,46.76,46.76,46.76,46.76,46.76,46.76,46.76,46.76,46.76,46.76,46.76,46.76,46.76,46.76,46.76,46.76,46.76,46.76,46.76,46.76,46.76,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,60.19,60.19,60.19,60.19,60.19,60.19,60.19,60.19,60.19,60.19,60.19,60.19,60.19,60.19,60.19,60.19,60.19,60.19,60.19,60.19,60.19,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,47.22,47.22,47.22,47.22,47.22,47.22,47.22,47.22,47.22,47.22,47.22,47.22,47.22,47.22,47.22,47.22,47.22,47.22,47.22,47.22,47.22,47.22,47.22,47.22,47.22,47.22,47.22,47.22,47.22,47.22,47.22,47.22,47.22,47.22,NA
Pennsylvania,0,0,0,0,0,0,0,0,0,0,0,0,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11,28.7,28.7,28.7,37.96,37.96,37.96,43.52,43.52,43.52,43.52,62.5,62.5,62.5,62.5,62.5,62.5,62.5,62.5,62.5,71.3,71.3,71.3,71.3,71.3,71.3,71.3,71.3,76.85,76.85,76.85,76.85,76.85,76.85,76.85,76.85,76.85,76.85,76.85,73.15,73.15,73.15,73.15,73.15,73.15,73.15,73.15,73.15,73.15,73.15,73.15,73.15,73.15,73.15,73.15,73.15,73.15,67.13,67.13,67.13,67.13,67.13,67.13,67.13,67.13,67.13,61.57,61.57,61.57,61.57,61.57,61.57,61.57,61.57,61.57,61.57,61.57,61.57,56.94,56.94,56.94,56.94,56.94,56.94,56.94,43.98,43.98,43.98,43.98,43.98,43.98,43.98,43.98,43.98,43.98,43.98,43.98,43.98,43.98,43.98,43.98,43.98,43.98,43.98,43.98,43.98,43.98,43.98,43.98,43.98,43.98,43.98,43.98,40.74,40.74,40.74,40.74,40.74,40.74,40.74,40.74,40.74,40.74,40.74,40.74,40.74,48.61,48.61,48.61,48.61,48.61,48.61,48.61,48.61,48.61,48.61,48.61,48.61,48.61,48.61,48.61,48.61,48.61,48.61,48.61,48.61,48.61,48.61,48.61,48.61,48.61,48.61,48.61,48.61,48.61,48.61,48.61,48.61,44.91,44.91,44.91,44.91,50.46,50.46,50.46,50.46,50.46,50.46,50.46,50.46,50.46,50.46,50.46,50.46,50.46,50.46,50.46,50.46,50.46,50.46,47.69,47.69,47.69,47.69,47.69,47.69,47.69,47.69,47.69,47.69,47.69,47.69,47.69,47.69,47.69,47.69,47.69,47.69,47.69,47.69,47.69,47.69,47.69,47.69,47.69,47.69,47.69,47.69,47.69,47.69,47.69,NA,NA,NA,NA
Rhode Island,0,0,0,0,0,0,0,0,0,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11,19.44,25,25,25,46.3,49.07,49.07,49.07,49.07,51.85,59.26,59.26,74.07,74.07,74.07,74.07,75.93,75.93,79.63,79.63,79.63,79.63,79.63,79.63,79.63,79.63,79.63,79.63,79.63,79.63,79.63,79.63,79.63,79.63,79.63,79.63,79.63,79.63,79.63,79.63,79.63,79.63,79.63,79.63,79.63,79.63,79.63,79.63,79.63,79.63,79.63,79.63,79.63,79.63,79.63,79.63,79.63,75.93,75.93,75.93,75.93,75.93,75.93,75.93,75.93,75.93,75.93,75.93,75.93,75.93,75.93,75.93,75.93,75.93,75.93,75.93,75.93,75.93,75.93,75.93,75.93,69.44,69.44,69.44,69.44,69.44,69.44,69.44,69.44,69.44,69.44,69.44,69.44,69.44,69.44,69.44,69.44,69.44,69.44,69.44,69.44,69.44,69.44,69.44,69.44,69.44,69.44,69.44,69.44,65.74,65.74,65.74,65.74,65.74,65.74,65.74,65.74,65.74,65.74,65.74,65.74,65.74,65.74,65.74,65.74,65.74,65.74,65.74,65.74,65.74,65.74,65.74,65.74,65.74,65.74,65.74,65.74,65.74,65.74,60.19,60.19,60.19,60.19,60.19,60.19,60.19,60.19,60.19,60.19,60.19,60.19,60.19,60.19,60.19,60.19,60.19,60.19,60.19,60.19,60.19,60.19,60.19,60.19,60.19,60.19,60.19,60.19,60.19,60.19,69.44,69.44,69.44,69.44,69.44,69.44,69.44,69.44,69.44,69.44,69.44,69.44,69.44,69.44,69.44,69.44,69.44,63.89,63.89,63.89,63.89,63.89,63.89,63.89,63.89,63.89,63.89,63.89,63.89,63.89,63.89,63.89,63.89,63.89,63.89,63.89,63.89,63.89,63.89,63.89,63.89,63.89,NA,NA,NA,NA
South Carolina,0,0,0,0,0,0,0,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11,25,36.11,36.11,45.37,48.15,48.15,48.15,48.15,50.93,50.93,50.93,56.48,62.04,62.04,62.04,62.04,62.04,65.74,65.74,71.3,71.3,71.3,75,76.85,76.85,76.85,76.85,76.85,76.85,76.85,76.85,76.85,76.85,76.85,76.85,76.85,73.15,73.15,73.15,73.15,73.15,73.15,73.15,73.15,73.15,73.15,73.15,62.04,62.04,62.04,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,58.33,54.63,54.63,54.63,54.63,54.63,51.85,51.85,51.85,49.07,49.07,49.07,49.07,49.07,49.07,49.07,49.07,49.07,49.07,49.07,49.07,25.93,25.93,25.93,25.93,25.93,25.93,25.93,25.93,25.93,25.93,25.93,25.93,25.93,25.93,25.93,25.93,25.93,25.93,25.93,25.93,25.93,25.93,25.93,25.93,25.93,25.93,25.93,25.93,25.93,25.93,25.93,25.93,25.93,25.93,25.93,25.93,25.93,25.93,25.93,25.93,25.93,25.93,25.93,25.93,25.93,25.93,25.93,25.93,25.93,25.93,25.93,25.93,35.19,40.74,40.74,40.74,40.74,40.74,40.74,40.74,40.74,40.74,40.74,40.74,40.74,40.74,40.74,37.04,37.04,37.04,37.04,37.04,37.04,37.04,37.04,37.04,37.04,37.04,37.04,37.04,37.04,37.04,37.04,37.04,37.04,37.04,37.04,37.04,37.04,37.04,37.04,37.04,37.04,37.04,37.04,37.04,33.33,33.33,33.33,33.33,33.33,33.33,33.33,33.33,33.33,33.33,33.33,33.33,33.33,33.33,33.33,33.33,33.33,33.33,33.33,33.33,33.33,33.33,33.33,33.33,33.33,33.33,33.33,33.33
South Dakota,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11,19.44,19.44,19.44,19.44,26.85,26.85,26.85,31.48,35.19,35.19,35.19,35.19,35.19,35.19,35.19,57.41,57.41,57.41,57.41,57.41,57.41,57.41,57.41,57.41,57.41,57.41,57.41,57.41,57.41,59.26,59.26,59.26,59.26,59.26,59.26,59.26,59.26,59.26,59.26,59.26,59.26,59.26,59.26,59.26,59.26,59.26,59.26,59.26,59.26,59.26,59.26,35.19,35.19,35.19,35.19,22.22,22.22,22.22,22.22,22.22,22.22,22.22,22.22,22.22,22.22,22.22,22.22,22.22,22.22,22.22,22.22,22.22,22.22,22.22,22.22,22.22,22.22,22.22,22.22,22.22,22.22,22.22,22.22,22.22,22.22,22.22,22.22,22.22,22.22,22.22,22.22,22.22,22.22,22.22,22.22,22.22,22.22,22.22,22.22,22.22,22.22,22.22,22.22,22.22,22.22,22.22,22.22,22.22,22.22,22.22,22.22,22.22,22.22,22.22,22.22,22.22,22.22,22.22,22.22,22.22,22.22,22.22,22.22,22.22,22.22,22.22,22.22,22.22,22.22,22.22,22.22,22.22,22.22,22.22,22.22,22.22,22.22,22.22,22.22,22.22,22.22,22.22,22.22,22.22,22.22,22.22,22.22,22.22,22.22,22.22,22.22,22.22,22.22,22.22,22.22,22.22,22.22,22.22,22.22,22.22,22.22,22.22,22.22,22.22,18.52,18.52,18.52,18.52,18.52,18.52,18.52,18.52,16.67,16.67,16.67,16.67,16.67,16.67,16.67,16.67,16.67,16.67,16.67,16.67,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,NA,NA,NA,NA,NA,NA,NA
Tennessee,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,21.3,21.3,26.85,26.85,36.11,41.67,41.67,41.67,41.67,58.33,58.33,60.19,60.19,60.19,60.19,60.19,60.19,67.59,67.59,67.59,67.59,67.59,67.59,67.59,67.59,67.59,67.59,67.59,67.59,67.59,67.59,67.59,67.59,67.59,67.59,67.59,67.59,67.59,67.59,67.59,67.59,67.59,67.59,67.59,67.59,67.59,62.96,62.96,60.19,60.19,60.19,60.19,60.19,60.19,60.19,60.19,55.56,55.56,55.56,55.56,55.56,55.56,55.56,55.56,55.56,55.56,55.56,55.56,55.56,55.56,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,50.93,49.07,49.07,49.07,49.07,49.07,49.07,49.07,49.07,49.07,49.07,49.07,49.07,49.07,49.07,49.07,49.07,49.07,49.07,49.07,49.07,49.07,49.07,49.07,49.07,49.07,49.07,49.07,49.07,49.07,49.07,49.07,49.07,49.07,49.07,49.07,49.07,49.07,49.07,49.07,49.07,49.07,49.07,49.07,49.07,49.07,49.07,41.67,41.67,41.67,41.67,41.67,41.67,41.67,41.67,41.67,41.67,41.67,41.67,41.67,41.67,41.67,41.67,41.67,41.67,41.67,41.67,41.67,41.67,41.67,41.67,41.67,41.67,41.67,41.67,41.67,41.67,41.67,41.67,41.67,41.67,41.67,41.67,41.67,41.67,41.67,41.67,41.67,41.67,41.67,41.67,41.67,41.67,41.67,41.67,41.67,41.67,41.67,41.67,41.67,NA,NA,NA,NA
Texas,0,0,0,0,0,0,2.78,2.78,2.78,2.78,2.78,2.78,2.78,2.78,2.78,2.78,2.78,2.78,2.78,2.78,2.78,2.78,2.78,2.78,2.78,2.78,2.78,2.78,2.78,2.78,2.78,2.78,2.78,2.78,2.78,2.78,2.78,2.78,2.78,2.78,2.78,2.78,2.78,2.78,2.78,2.78,2.78,2.78,2.78,11.11,11.11,15.28,15.28,15.28,26.39,31.94,31.94,31.94,45.37,45.37,45.37,47.22,47.22,47.22,47.22,58.33,69.44,69.44,69.44,69.44,69.44,72.69,72.69,72.69,72.69,72.69,72.69,72.69,72.69,72.69,72.69,72.69,72.69,72.69,72.69,72.69,72.69,72.69,72.69,72.69,72.69,72.69,72.69,68.98,68.98,68.98,68.98,68.98,68.98,68.98,67.13,67.13,67.13,67.13,67.13,67.13,67.13,67.13,65.28,65.28,65.28,65.28,65.28,65.28,65.28,65.28,65.28,65.28,65.28,65.28,56.94,56.94,56.94,56.94,56.94,56.94,56.94,56.94,56.94,44.44,44.44,44.44,44.44,41.67,41.67,41.67,41.67,41.67,41.67,41.67,41.67,41.67,41.67,41.67,41.67,41.67,41.67,41.67,41.67,41.67,41.67,41.67,45.37,53.7,53.7,53.7,53.7,53.7,53.7,53.7,53.7,51.85,53.24,53.24,53.24,53.24,53.24,53.24,53.24,53.24,53.24,53.24,53.24,53.24,53.24,53.24,53.24,53.24,53.24,53.24,53.24,53.24,53.24,53.24,53.24,53.24,53.24,53.24,53.24,53.24,53.24,53.24,53.24,53.24,53.24,53.24,53.24,53.24,53.24,53.24,53.24,53.24,53.24,53.24,53.24,53.24,53.24,53.24,53.24,53.24,53.24,53.24,53.24,53.24,53.24,53.24,53.24,49.54,49.54,49.54,49.54,49.54,49.54,49.54,49.54,49.54,49.54,49.54,49.54,49.54,49.54,49.54,49.54,49.54,49.54,49.54,49.54,49.54,49.54,49.54,49.54,49.54,49.54,49.54,49.54,49.54,49.54,49.54,49.54,49.54,49.54,49.54,49.54,49.54,49.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Utah,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,11.11,11.11,11.11,11.11,11.11,11.11,11.11,18.52,18.52,18.52,18.52,38.89,38.89,38.89,44.44,44.44,44.44,44.44,44.44,44.44,44.44,44.44,48.15,48.15,48.15,55.56,55.56,55.56,55.56,55.56,55.56,55.56,55.56,55.56,55.56,55.56,55.56,55.56,55.56,55.56,55.56,55.56,55.56,50,50,50,50,50,50,50,50,50,50,50,50,50,50,43.52,43.52,43.52,43.52,43.52,43.52,43.52,43.52,43.52,43.52,43.52,43.52,43.52,43.52,43.52,39.81,39.81,39.81,39.81,39.81,39.81,39.81,39.81,39.81,39.81,39.81,45.37,45.37,45.37,45.37,45.37,45.37,45.37,45.37,45.37,45.37,45.37,45.37,45.37,45.37,45.37,45.37,41.2,41.2,41.2,41.2,41.2,41.2,41.2,41.2,41.2,41.2,41.2,41.2,41.2,41.2,41.2,41.2,41.2,41.2,41.2,41.2,41.2,41.2,41.2,41.2,41.2,41.2,41.2,41.2,41.2,41.2,41.2,41.2,41.2,41.2,41.2,39.35,39.35,39.35,43.06,43.06,43.06,43.06,43.06,43.06,43.06,43.06,43.06,43.06,43.06,43.06,43.06,43.06,43.06,43.06,43.06,43.06,43.06,43.06,43.06,43.06,43.06,43.06,43.06,43.06,43.06,43.06,39.35,39.35,39.35,39.35,39.35,39.35,39.35,39.35,39.35,39.35,39.35,39.35,39.35,39.35,39.35,39.35,39.35,39.35,31.94,31.94,31.94,31.94,31.94,31.94,31.94,31.94,31.94,31.94,31.94,31.94,31.94,31.94,31.94,31.94,31.94,31.94,31.94,31.94,31.94,31.94,31.94,31.94,31.94,31.94,31.94,31.94,31.94,31.94,31.94,31.94,31.94,31.94,31.94,NA,NA,NA,NA
Vermont,0,0,0,0,0,0,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,33.33,33.33,33.33,41.67,49.07,54.63,54.63,54.63,54.63,54.63,58.33,74.07,74.07,74.07,74.07,74.07,74.07,74.07,74.07,74.07,74.07,74.07,74.07,74.07,74.07,74.07,74.07,74.07,74.07,74.07,74.07,74.07,74.07,74.07,74.07,74.07,74.07,74.07,70.37,70.37,70.37,70.37,70.37,70.37,70.37,70.37,70.37,70.37,70.37,70.37,70.37,70.37,70.37,70.37,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,63.89,63.89,63.89,63.89,63.89,63.89,63.89,63.89,63.89,63.89,63.89,63.89,63.89,63.89,60.19,60.19,60.19,60.19,60.19,60.19,60.19,60.19,60.19,60.19,60.19,60.19,60.19,60.19,60.19,60.19,60.19,60.19,60.19,60.19,60.19,60.19,60.19,60.19,60.19,60.19,60.19,60.19,60.19,60.19,60.19,60.19,60.19,60.19,60.19,60.19,60.19,60.19,60.19,60.19,60.19,60.19,60.19,60.19,60.19,60.19,60.19,60.19,60.19,60.19,60.19,60.19,60.19,60.19,60.19,60.19,60.19,60.19,60.19,60.19,56.48,56.48,56.48,56.48,56.48,56.48,55.09,55.09,55.09,55.09,55.09,55.09,55.09,55.09,55.09,55.09,55.09,55.09,55.09,55.09,55.09,55.09,55.09,55.09,55.09,53.24,53.24,53.24,53.24,53.24,53.24,53.24,53.24,53.24,53.24,53.24,53.24,53.24,53.24,53.24,53.24,53.24,53.24,53.24,53.24,53.24,53.24,53.24,53.24,53.24,53.24,53.24,53.24,53.24,53.24,NA,NA,NA,NA,NA
